lambda_um,ref,tran,emit,abs_silicon,emit_atm,ref_norm,emit_norm,abs_silicon_norm
18.383804,0.22479205,2.7755576e-17,0.77520795,0.072146241,0.66730858,0.22479205,0.77520795,0.072146241
18.403514,0.22493159,-5.5511151e-17,0.77506841,0.071915957,0.59271481,0.22493159,0.77506841,0.071915957
18.423223,0.22499664,-2.7755576e-17,0.77500336,0.071736204,0.47994937,0.22499664,0.77500336,0.071736204
18.442933,0.22506168,-2.7755576e-17,0.77493832,0.071556452,0.50402716,0.22506168,0.77493832,0.071556452
18.462643,0.22512672,-2.7755576e-17,0.77487328,0.071376699,0.70564147,0.22512672,0.77487328,0.071376699
18.482352,0.22519176,0,0.77480824,0.071196947,0.99998095,0.22519176,0.77480824,0.071196947
18.502062,0.2252601,-8.3266727e-17,0.7747399,0.07102437,0.69795797,0.2252601,0.7747399,0.07102437
18.521772,0.22535668,-2.7755576e-17,0.77464332,0.070913207,0.45989074,0.22535668,0.77464332,0.070913207
18.541481,0.22545326,-5.5511151e-17,0.77454674,0.070802044,0.4326593,0.22545326,0.77454674,0.070802044
18.561191,0.22554984,0,0.77445016,0.070690882,0.40150543,0.22554984,0.77445016,0.070690882
18.580901,0.22564641,5.5511151e-17,0.77435359,0.070579719,0.52650862,0.22564641,0.77435359,0.070579719
18.600611,0.22574537,8.3266727e-17,0.77425463,0.070467579,0.54466126,0.22574537,0.77425463,0.070467579
18.62032,0.22591882,0,0.77408118,0.070324881,0.85028103,0.22591882,0.77408118,0.070324881
18.64003,0.22609226,8.3266727e-17,0.77390774,0.070182183,0.99995372,0.22609226,0.77390774,0.070182183
18.65974,0.22626571,2.7755576e-17,0.77373429,0.070039484,0.99806213,0.22626571,0.77373429,0.070039484
18.679449,0.22643916,8.3266727e-17,0.77356084,0.069896786,0.7482722,0.22643916,0.77356084,0.069896786
18.699159,0.2266126,2.7755576e-17,0.7733874,0.069754088,0.67313992,0.2266126,0.7733874,0.069754088
18.718869,0.22660679,1.110223e-16,0.77339321,0.069680638,0.91255883,0.22660679,0.77339321,0.069680638
18.738579,0.22659299,8.3266727e-17,0.77340701,0.069610274,0.44051396,0.22659299,0.77340701,0.069610274
18.758288,0.2265792,8.3266727e-17,0.7734208,0.069539911,0.57310864,0.2265792,0.7734208,0.069539911
18.777998,0.2265654,5.5511151e-17,0.7734346,0.069469547,0.81925139,0.2265654,0.7734346,0.069469547
18.797708,0.2265516,5.5511151e-17,0.7734484,0.069399183,0.40104063,0.2265516,0.7734484,0.069399183
18.817417,0.22655174,0,0.77344826,0.069329517,0.39288598,0.22655174,0.77344826,0.069329517
18.837127,0.22655371,2.7755576e-17,0.77344629,0.069259941,0.39814669,0.22655371,0.77344629,0.069259941
18.856837,0.22655568,2.7755576e-17,0.77344432,0.069190366,0.43172047,0.22655568,0.77344432,0.069190366
18.876547,0.22655765,-5.5511151e-17,0.77344235,0.069120791,0.47976946,0.22655765,0.77344235,0.069120791
18.896256,0.22655963,-5.5511151e-17,0.77344037,0.069051215,0.54618012,0.22655963,0.77344037,0.069051215
18.915966,0.22671168,-2.7755576e-17,0.77328832,0.068942683,0.80202369,0.22671168,0.77328832,0.068942683
18.935676,0.22689892,-2.7755576e-17,0.77310108,0.068825016,0.69749497,0.22689892,0.77310108,0.068825016
18.955385,0.22708616,-5.5511151e-17,0.77291384,0.068707349,0.87649172,0.22708616,0.77291384,0.068707349
18.975095,0.2272734,0,0.7727266,0.068589682,0.9814375,0.2272734,0.7727266,0.068589682
18.994805,0.22746065,-2.7755576e-17,0.77253935,0.068472015,0.99999938,0.22746065,0.77253935,0.068472015
19.014515,0.22757677,0,0.77242323,0.068357542,1,0.22757677,0.77242323,0.068357542
19.034224,0.22766743,0,0.77233257,0.068244211,0.9999654,0.22766743,0.77233257,0.068244211
19.053934,0.2277581,0,0.7722419,0.06813088,0.96935968,0.2277581,0.7722419,0.06813088
19.073644,0.22784876,2.7755576e-17,0.77215124,0.068017549,0.86072152,0.22784876,0.77215124,0.068017549
19.093353,0.22793943,2.7755576e-17,0.77206057,0.067904218,0.75405428,0.22793943,0.77206057,0.067904218
19.113063,0.22793604,2.7755576e-17,0.77206396,0.067817536,0.73982504,0.22793604,0.77206396,0.067817536
19.132773,0.22788479,2.7755576e-17,0.77211521,0.067744413,0.6858409,0.22788479,0.77211521,0.067744413
19.152482,0.22783355,2.7755576e-17,0.77216645,0.06767129,0.66181652,0.22783355,0.77216645,0.06767129
19.172192,0.2277823,2.7755576e-17,0.7722177,0.067598167,0.72317252,0.2277823,0.7722177,0.067598167
19.191902,0.22773106,-8.3266727e-17,0.77226894,0.067525044,0.83897568,0.22773106,0.77226894,0.067525044
19.211612,0.22777503,0,0.77222497,0.067426027,0.96988039,0.22777503,0.77222497,0.067426027
19.231321,0.2278854,-5.5511151e-17,0.7721146,0.067308951,0.99999998,0.2278854,0.7721146,0.067308951
19.251031,0.22799577,2.7755576e-17,0.77200423,0.067191876,1,0.22799577,0.77200423,0.067191876
19.270741,0.22810615,-2.7755576e-17,0.77189385,0.0670748,0.99884333,0.22810615,0.77189385,0.0670748
19.29045,0.22821652,-8.3266727e-17,0.77178348,0.066957724,0.99954372,0.22821652,0.77178348,0.066957724
19.31016,0.22829946,0,0.77170054,0.066843798,1,0.22829946,0.77170054,0.066843798
19.32987,0.22835662,-5.5511151e-17,0.77164338,0.066732833,1,0.22835662,0.77164338,0.066732833
19.34958,0.22841378,0,0.77158622,0.066621867,1,0.22841378,0.77158622,0.066621867
19.369289,0.22847094,-5.5511151e-17,0.77152906,0.066510901,0.99997421,0.22847094,0.77152906,0.066510901
19.388999,0.2285281,0,0.7714719,0.066399936,0.9746957,0.2285281,0.7714719,0.066399936
19.408709,0.22857742,0,0.77142258,0.066294282,0.92782432,0.22857742,0.77142258,0.066294282
19.428418,0.22861684,2.7755576e-17,0.77138316,0.06619534,0.97490432,0.22861684,0.77138316,0.06619534
19.448128,0.22865626,-8.3266727e-17,0.77134374,0.066096397,0.88683196,0.22865626,0.77134374,0.066096397
19.467838,0.22869568,-5.5511151e-17,0.77130432,0.065997454,0.63058154,0.22869568,0.77130432,0.065997454
19.487548,0.2287351,-5.5511151e-17,0.7712649,0.065898511,0.58986117,0.2287351,0.7712649,0.065898511
19.507257,0.2288304,-5.5511151e-17,0.7711696,0.065786143,0.60515318,0.2288304,0.7711696,0.065786143
19.526967,0.22902158,2.7755576e-17,0.77097842,0.065650737,0.90833247,0.22902158,0.77097842,0.065650737
19.546677,0.22921276,2.7755576e-17,0.77078724,0.065515331,0.77852445,0.22921276,0.77078724,0.065515331
19.566386,0.22940395,2.7755576e-17,0.77059605,0.065379926,0.83575236,0.22940395,0.77059605,0.065379926
19.586096,0.22959513,0,0.77040487,0.06524452,0.99999995,0.22959513,0.77040487,0.06524452
19.605806,0.22972419,2.7755576e-17,0.77027581,0.065121539,0.86435226,0.22972419,0.77027581,0.065121539
19.625516,0.22970448,-2.7755576e-17,0.77029552,0.065028312,0.76174653,0.22970448,0.77029552,0.065028312
19.645225,0.22968477,0,0.77031523,0.064935085,0.81489475,0.22968477,0.77031523,0.064935085
19.664935,0.22966507,-5.5511151e-17,0.77033493,0.064841858,0.91396137,0.22966507,0.77033493,0.064841858
19.684645,0.22964536,0,0.77035464,0.064748631,0.99443726,0.22964536,0.77035464,0.064748631
19.704354,0.22967093,0,0.77032907,0.06464639,0.99999986,0.22967093,0.77032907,0.06464639
19.724064,0.2298562,-2.7755576e-17,0.7701438,0.064512364,1,0.2298562,0.7701438,0.064512364
19.743774,0.23004147,2.7755576e-17,0.76995853,0.064378338,1,0.23004147,0.76995853,0.064378338
19.763483,0.23022674,5.5511151e-17,0.76977326,0.064244312,0.9975051,0.23022674,0.76977326,0.064244312
19.783193,0.23041202,2.7755576e-17,0.76958798,0.064110286,0.96366984,0.23041202,0.76958798,0.064110286
19.802903,0.23057174,2.7755576e-17,0.76942826,0.063982095,0.92268662,0.23057174,0.76942826,0.063982095
19.822613,0.23058357,2.7755576e-17,0.76941643,0.063887686,0.9994739,0.23058357,0.76941643,0.063887686
19.842322,0.23059539,2.7755576e-17,0.76940461,0.063793276,0.9672005,0.23059539,0.76940461,0.063793276
19.862032,0.23060722,0,0.76939278,0.063698867,0.97920331,0.23060722,0.76939278,0.063698867
19.881742,0.23061905,0,0.76938095,0.063604457,0.99981223,0.23061905,0.76938095,0.063604457
19.901451,0.23063958,0,0.76936042,0.063508146,1,0.23063958,0.76936042,0.063508146
19.921161,0.23076966,2.7755576e-17,0.76923034,0.063387917,1,0.23076966,0.76923034,0.063387917
19.940871,0.23089975,5.5511151e-17,0.76910025,0.063267688,0.99994117,0.23089975,0.76910025,0.063267688
19.960581,0.23102983,-2.7755576e-17,0.76897017,0.063147458,0.97872467,0.23102983,0.76897017,0.063147458
19.98029,0.23115992,0,0.76884008,0.063027229,0.90918491,0.23115992,0.76884008,0.063027229
20,0.23129,0,0.76871,0.062907,0.807265,0.23129,0.76871,0.062907
