lambda_um,n,k
5.1414,1.357,0.004
5.1546,1.358,0.004
5.168,1.357,0.004
5.1813,1.357,0.004
5.1948,1.357,0.003
5.2083,1.357,0.003
5.2219,1.356,0.003
5.2356,1.356,0.003
5.2493,1.356,0.003
5.2632,1.355,0.003
5.277,1.355,0.003
5.291,1.354,0.003
5.305,1.354,0.003
5.3191,1.354,0.003
5.3333,1.354,0.003
5.3476,1.354,0.003
5.3619,1.354,0.003
5.3763,1.354,0.002
5.4054,1.352,0.002
5.4201,1.352,0.002
5.4201,1.352,0.002
5.4348,1.351,0.002
5.4496,1.351,0.003
5.4645,1.35,0.003
5.4795,1.35,0.003
5.4945,1.349,0.003
5.5096,1.349,0.003
5.5249,1.349,0.004
5.5402,1.349,0.003
5.5556,1.349,0.004
5.571,1.348,0.004
5.5866,1.348,0.004
5.6022,1.346,0.004
5.618,1.348,0.004
5.6338,1.347,0.004
5.6497,1.347,0.004
5.6657,1.347,0.004
5.6818,1.346,0.004
5.698,1.346,0.004
5.7143,1.345,0.004
5.7307,1.345,0.004
5.7471,1.344,0.005
5.7637,1.344,0.005
5.7803,1.344,0.005
5.7971,1.343,0.005
5.814,1.343,0.005
5.8309,1.343,0.005
5.848,1.342,0.005
5.8651,1.342,0.005
5.882,1.342,0.005
5.8997,1.341,0.005
5.9172,1.341,0.006
5.9347,1.34,0.005
5.9524,1.34,0.005
5.9701,1.339,0.005
5.988,1.339,0.006
6.006,1.338,0.006
6.0241,1.338,0.006
6.0423,1.337,0.006
6.0606,1.337,0.006
6.079,1.336,0.006
6.0976,1.336,0.006
6.1162,1.336,0.006
6.135,1.335,0.006
6.1538,1.334,0.006
6.1728,1.334,0.007
6.192,1.333,0.007
6.2112,1.333,0.007
6.2305,1.332,0.007
6.25,1.332,0.007
6.2696,1.331,0.007
6.2893,1.331,0.007
6.3091,1.33,0.007
6.3291,1.329,0.008
6.3492,1.329,0.008
6.3694,1.328,0.007
6.3898,1.328,0.008
6.4103,1.328,0.008
6.4309,1.328,0.007
6.4516,1.326,0.006
6.4725,1.324,0.007
6.4935,1.324,0.008
6.5147,1.324,0.007
6.5359,1.322,0.008
6.5574,1.322,0.009
6.5789,1.322,0.008
6.6007,1.32,0.006
6.6225,1.318,0.007
6.6445,1.318,0.007
6.6667,1.316,0.007
6.689,1.315,0.008
6.7114,1.315,0.008
6.734,1.313,0.007
6.7568,1.311,0.008
6.7797,1.31,0.009
6.8027,1.309,0.008
6.8259,1.306,0.008
6.8493,1.304,0.011
6.8729,1.303,0.012
6.8966,1.303,0.014
6.9204,1.303,0.014
6.9444,1.302,0.014
6.9686,1.3,0.013
6.993,1.297,0.014
7.0175,1.293,0.016
7.0423,1.292,0.022
7.0671,1.295,0.026
7.0922,1.299,0.026
7.1174,1.3,0.025
7.1429,1.302,0.023
7.1685,1.304,0.02
7.1942,1.302,0.015
7.2202,1.297,0.012
7.2464,1.293,0.012
7.2727,1.29,0.012
7.2993,1.287,0.012
7.326,1.284,0.012
7.3529,1.281,0.012
7.3801,1.278,0.012
7.4074,1.275,0.012
7.4349,1.271,0.012
7.4627,1.267,0.012
7.4906,1.262,0.012
7.5188,1.258,0.013
7.5472,1.252,0.014
7.5758,1.247,0.015
7.6046,1.24,0.015
7.6336,1.232,0.016
7.6628,1.223,0.018
7.6923,1.212,0.02
7.722,1.2,0.025
7.7519,1.183,0.03
7.7821,1.161,0.037
7.8225,1.125,0.051
7.8431,1.063,0.092
7.874,1.009,0.232
7.9051,1.127,0.448
7.9365,1.443,0.45
7.9681,1.551,0.201
8,1.474,0.07
8.0321,1.409,0.032
8.0645,1.367,0.02
8.0972,1.339,0.016
8.1301,1.319,0.014
8.1633,1.303,0.013
8.1967,1.289,0.013
8.2305,1.276,0.012
8.2645,1.263,0.013
8.2988,1.251,0.014
8.3333,1.239,0.016
8.3682,1.228,0.018
8.4034,1.217,0.019
8.4388,1.203,0.022
8.4746,1.191,0.026
8.5106,1.176,0.03
8.547,1.163,0.037
8.5837,1.15,0.042
8.6207,1.133,0.048
8.658,1.115,0.057
8.6957,1.095,0.067
8.7336,1.072,0.081
8.7719,1.048,0.098
8.8106,1.021,0.121
8.8496,0.991,0.154
8.8889,0.961,0.199
8.9286,0.938,0.262
8.9686,0.932,0.341
9.009,0.956,0.428
9.0498,1.011,0.507
9.0909,1.092,0.561
9.1324,1.182,0.578
9.1743,1.261,0.564
9.2166,1.315,0.531
9.2593,1.346,0.496
9.3023,1.361,0.467
9.3458,1.366,0.448
9.3897,1.367,0.438
9.434,1.366,0.438
9.4787,1.367,0.446
9.5238,1.372,0.462
9.5694,1.385,0.486
9.6154,1.408,0.514
9.6618,1.445,0.547
9.7087,1.504,0.58
9.7561,1.592,0.6
9.8039,1.708,0.582
9.8522,1.822,0.499
9.901,1.877,0.363
9.9502,1.86,0.236
10,1.807,0.154
10.0503,1.756,0.106
10.101,1.71,0.077
10.1523,1.672,0.058
10.2041,1.639,0.045
10.2564,1.612,0.037
10.3093,1.587,0.03
10.3627,1.565,0.026
10.4167,1.546,0.024
10.4712,1.529,0.02
10.5263,1.512,0.019
10.582,1.497,0.017
10.6383,1.481,0.017
10.6952,1.466,0.017
10.7527,1.452,0.017
10.8108,1.439,0.019
10.8696,1.425,0.02
10.929,1.41,0.022
10.989,1.396,0.025
11.0497,1.381,0.029
11.1111,1.366,0.034
11.1732,1.35,0.043
11.236,1.333,0.053
11.2994,1.318,0.069
11.3636,1.309,0.089
11.4286,1.307,0.106
11.4943,1.307,0.118
11.5607,1.309,0.124
11.6279,1.305,0.121
11.6959,1.287,0.116
11.7647,1.258,0.123
11.8343,1.23,0.139
11.9048,1.196,0.156
11.976,1.142,0.186
12.0482,1.075,0.258
12.1212,1.041,0.391
12.1951,1.078,0.532
12.2699,1.143,0.65
12.3457,1.241,0.79
12.4224,1.442,0.923
12.5,1.744,0.93
12.5786,2.005,0.745
12.6582,2.095,0.475
12.7389,2.043,0.264
12.8205,1.951,0.146
12.9032,1.866,0.088
12.987,1.799,0.06
13.0719,1.748,0.048
13.1579,1.71,0.044
13.245,1.685,0.043
13.3333,1.666,0.038
13.4228,1.646,0.033
13.5135,1.629,0.03
13.6054,1.612,0.028
13.6986,1.596,0.027
13.7931,1.579,0.028
13.8889,1.564,0.032
13.986,1.549,0.04
14.0845,1.54,0.058
14.1844,1.546,0.071
14.2857,1.553,0.073
14.3885,1.556,0.071
14.4928,1.558,0.072
14.5985,1.562,0.07
14.7059,1.565,0.063
14.8148,1.562,0.057
14.9254,1.558,0.057
15.0376,1.562,0.059
15.1515,1.572,0.05
15.2672,1.568,0.032
15.3846,1.554,0.025
15.5039,1.545,0.025
15.625,1.538,0.025
15.748,1.535,0.028
15.873,1.535,0.026
16,1.53,0.024
16.129,1.527,0.023
16.2602,1.523,0.022
16.3934,1.52,0.022
16.5289,1.517,0.021
16.6667,1.514,0.02
16.8067,1.51,0.019
16.9492,1.508,0.019
17.094,1.504,0.018
17.2414,1.501,0.018
17.3913,1.498,0.018
17.5439,1.495,0.019
17.6991,1.492,0.019
17.8571,1.489,0.019
18.018,1.486,0.02
18.1818,1.485,0.021
18.3486,1.482,0.021
18.5185,1.48,0.022
18.6916,1.478,0.022
18.8679,1.476,0.023
19.0476,1.473,0.024
19.2308,1.471,0.025
19.4175,1.47,0.026
19.6078,1.468,0.026
19.802,1.466,0.028
20,1.465,0.028
20.202,1.464,0.028
20.4082,1.464,0.028
20.6186,1.462,0.025
20.8333,1.46,0.023
21.0526,1.455,0.021
21.2766,1.45,0.02
21.5054,1.444,0.019
21.7391,1.437,0.019
21.978,1.431,0.019
22.2222,1.423,0.019
22.4719,1.411,0.02
22.7273,1.4,0.024
22.9885,1.387,0.027
23.2558,1.37,0.034
23.5294,1.348,0.048
23.8095,1.323,0.073
24.0964,1.307,0.116
24.3902,1.311,0.169
24.6914,1.336,0.219
25,1.379,0.257
25.3165,1.433,0.275
25.641,1.485,0.273
25.974,1.53,0.258
26.3158,1.567,0.231
26.6667,1.589,0.198
27.027,1.597,0.164
27.3973,1.596,0.136
27.7778,1.59,0.116
28.169,1.582,0.101
28.5714,1.576,0.091
28.9855,1.566,0.084
29.4118,1.563,0.082
29.8507,1.56,0.073
30.303,1.555,0.069
30.7692,1.55,0.067
31.25,1.546,0.065
31.746,1.543,0.064
32.2581,1.54,0.063
32.7869,1.537,0.065
33.3333,1.536,0.066
33.8983,1.536,0.067
34.4828,1.536,0.069
35.0877,1.539,0.07
35.7143,1.544,0.071
36.3636,1.549,0.067
37.037,1.551,0.063
37.7358,1.55,0.06
38.4615,1.554,0.056
39.2157,1.555,0.051
40,1.555,0.046
40.8163,1.553,0.04
41.6667,1.551,0.035
42.5532,1.546,0.031
43.4783,1.542,0.03
44.4444,1.539,0.029
45.4545,1.535,0.028
46.5116,1.532,0.03
47.619,1.532,0.032
48.7805,1.531,0.031
50,1.529,0.033
51.2821,1.53,0.034
52.6316,1.53,0.035
54.0541,1.531,0.036
55.5556,1.533,0.034
