lambda_um,n,k
25.703312,3.417853,0.00042807
25.718179,3.417851,0.00042888
25.733047,3.417848,0.0004297
25.747914,3.417845,0.00043051
25.762781,3.417843,0.00043133
25.777649,3.41784,0.00043214
25.792516,3.417838,0.00043296
25.807384,3.417835,0.00043378
25.822251,3.417833,0.00043459
25.837119,3.41783,0.00043541
25.851986,3.417828,0.00043623
25.866853,3.417825,0.00043705
25.881721,3.417823,0.00043787
25.896588,3.41782,0.00043869
25.911456,3.417817,0.00043951
25.926323,3.417815,0.00044033
25.941191,3.417812,0.00044116
25.956058,3.41781,0.00044198
25.970925,3.417807,0.0004428
25.985793,3.417805,0.00044363
26.00066,3.417802,0.00044445
26.015528,3.417799,0.00044528
26.030395,3.417797,0.00044611
26.045263,3.417794,0.00044693
26.06013,3.417792,0.00044776
26.074997,3.417789,0.00044859
26.089865,3.417787,0.00044942
26.104732,3.417784,0.00045025
26.1196,3.417781,0.00045108
26.134467,3.417779,0.00045191
26.149335,3.417776,0.00045274
26.164202,3.417774,0.00045358
26.17907,3.417771,0.00045441
26.193937,3.417768,0.00045524
26.208804,3.417766,0.00045608
26.223672,3.417763,0.00045691
26.238539,3.417761,0.00045775
26.253407,3.417758,0.00045858
26.268274,3.417755,0.00045942
26.283142,3.417753,0.00046026
26.298009,3.41775,0.0004611
26.312876,3.417748,0.00046194
26.327744,3.417745,0.00046273
26.342611,3.417742,0.00046347
26.357479,3.41774,0.00046421
26.372346,3.417737,0.00046496
26.387214,3.417735,0.00046571
26.402081,3.417732,0.00046645
26.416948,3.417729,0.0004672
26.431816,3.417727,0.00046795
26.446683,3.417724,0.0004687
26.461551,3.417722,0.00046945
26.476418,3.417719,0.0004702
26.491286,3.417716,0.00047095
26.506153,3.417714,0.0004717
26.521021,3.417711,0.00047245
26.535888,3.417709,0.0004732
26.550755,3.417706,0.00047395
26.565623,3.417703,0.00047471
26.58049,3.417701,0.00047546
26.595358,3.417698,0.00047622
26.610225,3.417695,0.00047697
26.625093,3.417693,0.00047773
26.63996,3.41769,0.00047849
26.654827,3.417688,0.00047924
26.669695,3.417685,0.00048
26.684562,3.417682,0.00048076
26.69943,3.41768,0.00048152
26.714297,3.417677,0.00048228
26.729165,3.417674,0.00048304
26.744032,3.417672,0.00048381
26.758899,3.417669,0.00048457
26.773767,3.417666,0.00048533
26.788634,3.417664,0.00048609
26.803502,3.417661,0.00048686
26.818369,3.417659,0.00048762
26.833237,3.417656,0.00048839
26.848104,3.417653,0.00048916
26.862971,3.417651,0.00048992
26.877839,3.417648,0.00049069
26.892706,3.417645,0.00049146
26.907574,3.417643,0.00049223
26.922441,3.41764,0.000493
26.937309,3.417637,0.00049377
26.952176,3.417635,0.00049454
26.967044,3.417632,0.00049531
26.981911,3.417629,0.00049608
26.996778,3.417627,0.00049686
27.011646,3.417624,0.00049763
27.026513,3.417621,0.0004984
27.041381,3.417619,0.00049901
27.056248,3.417616,0.00049955
27.071116,3.417613,0.0005001
27.085983,3.417611,0.00050066
27.10085,3.417608,0.00050121
27.115718,3.417605,0.00050176
27.130585,3.417603,0.00050231
27.145453,3.4176,0.00050287
27.16032,3.417597,0.00050342
27.175188,3.417595,0.00050398
27.190055,3.417592,0.00050453
27.204922,3.417589,0.00050509
27.21979,3.417587,0.00050564
27.234657,3.417584,0.0005062
27.249525,3.417581,0.00050676
27.264392,3.417579,0.00050732
27.27926,3.417576,0.00050788
27.294127,3.417573,0.00050844
27.308994,3.417571,0.000509
27.323862,3.417568,0.00050956
27.338729,3.417565,0.00051012
27.353597,3.417562,0.00051069
27.368464,3.41756,0.00051125
27.383332,3.417557,0.00051181
27.398199,3.417554,0.00051238
27.413067,3.417552,0.00051294
27.427934,3.417549,0.00051351
27.442801,3.417546,0.00051408
27.457669,3.417544,0.00051465
27.472536,3.417541,0.00051521
27.487404,3.417538,0.00051578
27.502271,3.417535,0.00051635
27.517139,3.417533,0.00051692
27.532006,3.41753,0.00051749
27.546873,3.417527,0.00051807
27.561741,3.417525,0.00051864
27.576608,3.417522,0.00051921
27.591476,3.417519,0.00051978
27.606343,3.417517,0.00052036
27.621211,3.417514,0.00052093
27.636078,3.417511,0.00052151
27.650945,3.417508,0.00052209
27.665813,3.417506,0.00052266
27.68068,3.417503,0.00052324
27.695548,3.4175,0.00052382
27.710415,3.417497,0.0005244
27.725283,3.417495,0.00052498
27.74015,3.417492,0.00052556
27.755018,3.417489,0.00052614
27.769885,3.417487,0.00052672
27.784752,3.417484,0.00052733
27.79962,3.417481,0.00052799
27.814487,3.417478,0.00052866
27.829355,3.417476,0.00052932
27.844222,3.417473,0.00052998
27.85909,3.41747,0.00053065
27.873957,3.417467,0.00053132
27.888824,3.417465,0.00053198
27.903692,3.417462,0.00053265
27.918559,3.417459,0.00053332
27.933427,3.417456,0.00053399
27.948294,3.417454,0.00053466
27.963162,3.417451,0.00053533
27.978029,3.417448,0.000536
27.992896,3.417445,0.00053667
28.007764,3.417443,0.00053734
28.022631,3.41744,0.00053801
28.037499,3.417437,0.00053869
28.052366,3.417434,0.00053936
28.067234,3.417432,0.00054003
28.082101,3.417429,0.00054071
28.096968,3.417426,0.00054139
28.111836,3.417423,0.00054206
28.126703,3.417421,0.00054274
28.141571,3.417418,0.00054342
28.156438,3.417415,0.0005441
28.171306,3.417412,0.00054478
28.186173,3.41741,0.00054546
28.201041,3.417407,0.00054614
28.215908,3.417404,0.00054682
28.230775,3.417401,0.0005475
28.245643,3.417399,0.00054819
28.26051,3.417396,0.00054887
28.275378,3.417393,0.00054955
28.290245,3.41739,0.00055024
28.305113,3.417387,0.00055093
28.31998,3.417385,0.00055161
28.334847,3.417382,0.0005523
28.349715,3.417379,0.00055299
28.364582,3.417376,0.00055368
28.37945,3.417374,0.00055437
28.394317,3.417371,0.00055506
28.409185,3.417368,0.00055575
28.424052,3.417365,0.00055644
28.438919,3.417362,0.00055713
28.453787,3.41736,0.00055782
28.468654,3.417357,0.00055852
28.483522,3.417354,0.00055921
28.498389,3.417351,0.0005599
28.513257,3.417348,0.0005606
28.528124,3.417346,0.0005613
28.542991,3.417343,0.00056199
28.557859,3.41734,0.00056269
28.572726,3.417337,0.00056339
28.587594,3.417334,0.00056409
28.602461,3.417332,0.00056479
28.617329,3.417329,0.00056549
28.632196,3.417326,0.00056619
28.647064,3.417323,0.00056689
28.661931,3.41732,0.00056759
28.676798,3.417318,0.0005683
28.691666,3.417315,0.000569
28.706533,3.417312,0.00056971
28.721401,3.417309,0.00057041
28.736268,3.417306,0.00057112
28.751136,3.417304,0.00057182
28.766003,3.417301,0.00057253
28.78087,3.417298,0.00057324
28.795738,3.417295,0.00057395
28.810605,3.417292,0.00057466
28.825473,3.417289,0.00057537
28.84034,3.417287,0.00057608
28.855208,3.417284,0.00057679
28.870075,3.417281,0.0005775
28.884942,3.417278,0.00057822
28.89981,3.417275,0.00057893
28.914677,3.417273,0.00057964
28.929545,3.41727,0.00058036
28.944412,3.417267,0.00058107
28.95928,3.417264,0.00058179
28.974147,3.417261,0.00058251
28.989015,3.417258,0.00058323
29.003882,3.417256,0.00058394
29.018749,3.417253,0.00058466
29.033617,3.41725,0.00058538
29.048484,3.417247,0.0005861
29.063352,3.417244,0.00058683
29.078219,3.417241,0.00058755
29.093087,3.417238,0.00058827
29.107954,3.417236,0.00058899
29.122821,3.417233,0.00058972
29.137689,3.41723,0.00059044
29.152556,3.417227,0.00059117
29.167424,3.417224,0.0005919
29.182291,3.417221,0.00059262
29.197159,3.417219,0.00059335
29.212026,3.417216,0.00059408
29.226893,3.417213,0.00059481
29.241761,3.41721,0.00059554
29.256628,3.417207,0.00059627
29.271496,3.417204,0.000597
29.286363,3.417201,0.00059773
29.301231,3.417199,0.00059847
29.316098,3.417196,0.0005992
29.330965,3.417193,0.00059993
29.345833,3.41719,0.00060067
29.3607,3.417187,0.0006014
29.375568,3.417184,0.00060214
29.390435,3.417181,0.00060288
29.405303,3.417178,0.00060362
29.42017,3.417174,0.00060435
29.435038,3.41717,0.00060509
29.449905,3.417165,0.00060583
29.464772,3.417161,0.00060657
29.47964,3.417156,0.00060732
29.494507,3.417152,0.00060806
29.509375,3.417147,0.0006088
29.524242,3.417143,0.00060954
29.53911,3.417138,0.00061029
29.553977,3.417133,0.00061103
29.568844,3.417129,0.00061178
29.583712,3.417124,0.00061253
29.598579,3.41712,0.00061327
29.613447,3.417115,0.00061402
29.628314,3.417111,0.00061477
29.643182,3.417106,0.00061552
29.658049,3.417102,0.00061627
29.672916,3.417097,0.00061702
29.687784,3.417092,0.00061777
29.702651,3.417088,0.00061853
29.717519,3.417083,0.00061928
29.732386,3.417079,0.00062003
29.747254,3.417074,0.00062079
29.762121,3.41707,0.00062154
29.776988,3.417065,0.0006223
29.791856,3.41706,0.00062305
29.806723,3.417056,0.00062381
29.821591,3.417051,0.00062457
29.836458,3.417047,0.00062533
29.851326,3.417042,0.00062609
29.866193,3.417037,0.00062685
29.881061,3.417033,0.00062761
29.895928,3.417028,0.00062837
29.910795,3.417024,0.00062913
29.925663,3.417019,0.0006299
29.94053,3.417014,0.00063066
29.955398,3.41701,0.00063143
29.970265,3.417005,0.00063219
29.985133,3.417001,0.00063296
30,3.416996,0.00063372
