lambda_um,n,k
12.694307,3.420943,0.00024928
12.709175,3.420942,0.00025008
12.724042,3.420941,0.00025087
12.738909,3.420939,0.00025167
12.753777,3.420938,0.00025246
12.768644,3.420937,0.00025326
12.783512,3.420935,0.00025405
12.798379,3.420934,0.00025485
12.813247,3.420933,0.00025564
12.828114,3.420932,0.0002567
12.842981,3.42093,0.00025799
12.857849,3.420929,0.00025927
12.872716,3.420928,0.00026055
12.887584,3.420926,0.00026184
12.902451,3.420925,0.00026312
12.917319,3.420924,0.00026441
12.932186,3.420922,0.00026569
12.947054,3.420921,0.00026698
12.961921,3.42092,0.00026826
12.976788,3.420918,0.00026955
12.991656,3.420917,0.00027083
13.006523,3.420916,0.00027202
13.021391,3.420914,0.00027322
13.036258,3.420913,0.00027442
13.051126,3.420912,0.00027562
13.065993,3.42091,0.00027683
13.08086,3.420909,0.00027803
13.095728,3.420908,0.00027923
13.110595,3.420906,0.00028043
13.125463,3.420905,0.00028163
13.14033,3.420904,0.00028283
13.155198,3.420902,0.00028404
13.170065,3.420901,0.00028571
13.184932,3.4209,0.00028762
13.1998,3.420898,0.00028952
13.214667,3.420897,0.00029142
13.229535,3.420896,0.00029333
13.244402,3.420894,0.00029523
13.25927,3.420893,0.00029714
13.274137,3.420892,0.00029904
13.289005,3.42089,0.00030095
13.303872,3.420889,0.00030285
13.318739,3.420887,0.00030476
13.333607,3.420873,0.00030624
13.348474,3.42082,0.0003064
13.363342,3.420766,0.00030656
13.378209,3.420712,0.00030672
13.393077,3.420658,0.00030688
13.407944,3.420604,0.00030704
13.422811,3.42055,0.0003072
13.437679,3.420496,0.00030736
13.452546,3.420443,0.00030752
13.467414,3.420389,0.00030768
13.482281,3.420335,0.00030784
13.497149,3.420281,0.000308
13.512016,3.42027,0.00036108
13.526883,3.420268,0.00036054
13.541751,3.420267,0.00035999
13.556618,3.420265,0.00035945
13.571486,3.420264,0.00035891
13.586353,3.420263,0.00035837
13.601221,3.420261,0.00035783
13.616088,3.42026,0.00035729
13.630955,3.420258,0.00035675
13.645823,3.420257,0.00035621
13.66069,3.420256,0.00035567
13.675558,3.420254,0.00035513
13.690425,3.420253,0.00035459
13.705293,3.420252,0.00035202
13.72016,3.42025,0.00034577
13.735028,3.420249,0.00033952
13.749895,3.420247,0.00033327
13.764762,3.420246,0.00032702
13.77963,3.420244,0.00032077
13.794497,3.420243,0.00031452
13.809365,3.420242,0.00030827
13.824232,3.42024,0.00030202
13.8391,3.420239,0.00029577
13.853967,3.420237,0.00028952
13.868834,3.420236,0.00028327
13.883702,3.420235,0.00027703
13.898569,3.420233,0.00027159
13.913437,3.420232,0.00026675
13.928304,3.42023,0.00026192
13.943172,3.420229,0.00025708
13.958039,3.420228,0.00025224
13.972906,3.420226,0.00024741
13.987774,3.420225,0.00024257
14.002641,3.420223,0.00023773
14.017509,3.420222,0.0002329
14.032376,3.42022,0.00022806
14.047244,3.420219,0.00022323
14.062111,3.420218,0.00021839
14.076978,3.420216,0.00021356
14.091846,3.420215,0.00020962
14.106713,3.420213,0.0002059
14.121581,3.420212,0.00020218
14.136448,3.42021,0.00019846
14.151316,3.420209,0.00019474
14.166183,3.420207,0.00019102
14.181051,3.420206,0.00018731
14.195918,3.420205,0.00018359
14.210785,3.420203,0.00017987
14.225653,3.420202,0.00017616
14.24052,3.4202,0.00017244
14.255388,3.420199,0.00016873
14.270255,3.420197,0.00016501
14.285123,3.420196,0.0001613
14.29999,3.420194,0.0001607
14.314857,3.420193,0.00016163
14.329725,3.420191,0.00016255
14.344592,3.42019,0.00016348
14.35946,3.420189,0.0001644
14.374327,3.420187,0.00016533
14.389195,3.420186,0.00016625
14.404062,3.420184,0.00016718
14.418929,3.420183,0.00016811
14.433797,3.420181,0.00016903
14.448664,3.42018,0.00016996
14.463532,3.420178,0.00017089
14.478399,3.420177,0.00017182
14.493267,3.420143,0.00017258
14.508134,3.420074,0.00017328
14.523002,3.420072,0.00017438
14.537869,3.420071,0.00017549
14.552736,3.420069,0.0001766
14.567604,3.420068,0.0001777
14.582471,3.420066,0.00017881
14.597339,3.420065,0.00017992
14.612206,3.420063,0.00018103
14.627074,3.420062,0.00018214
14.641941,3.42006,0.00018325
14.656808,3.420059,0.00018436
14.671676,3.420057,0.00018547
14.686543,3.420056,0.00018658
14.701411,3.420054,0.00018769
14.716278,3.420053,0.00018839
14.731146,3.420051,0.00018851
14.746013,3.42005,0.00018863
14.76088,3.420048,0.00018876
14.775748,3.420047,0.00018888
14.790615,3.420045,0.00018901
14.805483,3.420044,0.00018914
14.82035,3.420042,0.00018926
14.835218,3.420041,0.00018939
14.850085,3.420039,0.00018952
14.864952,3.420038,0.00018964
14.87982,3.420036,0.00018977
14.894687,3.420035,0.0001899
14.909555,3.420033,0.00019003
14.924422,3.420032,0.00019016
14.93929,3.420017,0.00019033
14.954157,3.419994,0.00019053
14.969025,3.419972,0.00019072
14.983892,3.419949,0.00019092
14.998759,3.419926,0.00019112
15.013627,3.419923,0.00019286
15.028494,3.419921,0.00019475
15.043362,3.41992,0.00019663
15.058229,3.419918,0.00019852
15.073097,3.419917,0.0002004
15.087964,3.419915,0.00020229
15.102831,3.419913,0.00020418
15.117699,3.419912,0.00020606
15.132566,3.41991,0.00020795
15.147434,3.419909,0.00020984
15.162301,3.419907,0.00021092
15.177169,3.419906,0.00021184
15.192036,3.419904,0.00021275
15.206903,3.419903,0.00021367
15.221771,3.419901,0.00021458
15.236638,3.4199,0.0002155
15.251506,3.419898,0.00021641
15.266373,3.419896,0.00021733
15.281241,3.419895,0.00021825
15.296108,3.419893,0.00021916
15.310975,3.419892,0.00022008
15.325843,3.41989,0.000221
15.34071,3.419889,0.00022192
15.355578,3.419887,0.00022284
15.370445,3.419886,0.00022376
15.385313,3.419884,0.00022468
15.40018,3.419882,0.0002256
15.415048,3.419881,0.00022653
15.429915,3.419879,0.00022745
15.444782,3.419878,0.00022837
15.45965,3.419876,0.0002293
15.474517,3.419875,0.00023022
15.489385,3.419873,0.00023115
15.504252,3.419871,0.00023207
15.51912,3.41987,0.000233
15.533987,3.419868,0.00023393
15.548854,3.419867,0.00023485
15.563722,3.419865,0.00023578
15.578589,3.419864,0.00023671
15.593457,3.419862,0.00023764
15.608324,3.41986,0.00023856
15.623192,3.419859,0.00023949
15.638059,3.419857,0.00025149
15.652926,3.419856,0.00027283
15.667794,3.419854,0.00029418
15.682661,3.419852,0.00031553
15.697529,3.419851,0.00033687
15.712396,3.419849,0.00035822
15.727264,3.419848,0.00037957
15.742131,3.419846,0.00040091
15.756998,3.419844,0.00042226
15.771866,3.419843,0.00044361
15.786733,3.419841,0.00046496
15.801601,3.41984,0.00048631
15.816468,3.419838,0.00050766
15.831336,3.419836,0.00052901
15.846203,3.419835,0.00055036
15.861071,3.419833,0.00057171
15.875938,3.419832,0.00059509
15.890805,3.41983,0.00062151
15.905673,3.419828,0.00064793
15.92054,3.419827,0.00067435
15.935408,3.419825,0.00070077
15.950275,3.419824,0.00072719
15.965143,3.419822,0.00075361
15.98001,3.41982,0.00078003
15.994877,3.419819,0.00080645
16.009745,3.419817,0.00083287
16.024612,3.419815,0.0008593
16.03948,3.419814,0.00088572
16.054347,3.419812,0.00091214
16.069215,3.419811,0.00093857
16.084082,3.419809,0.00096499
16.098949,3.419807,0.00099142
16.113817,3.419806,0.00101784
16.128684,3.419804,0.00104427
16.143552,3.419802,0.00105448
16.158419,3.419801,0.00106312
16.173287,3.419799,0.00107176
16.188154,3.419797,0.0010804
16.203022,3.419796,0.00108903
16.217889,3.419794,0.00109767
16.232756,3.419792,0.00110632
16.247624,3.419791,0.00111496
16.262491,3.419789,0.0011236
16.277359,3.419788,0.00113224
16.292226,3.419786,0.00114088
16.307094,3.419784,0.00114952
16.321961,3.419783,0.00115817
16.336828,3.419781,0.00116681
16.351696,3.419779,0.00117545
16.366563,3.419778,0.0011841
16.381431,3.419776,0.00119274
16.396298,3.419774,0.00120584
16.411166,3.419773,0.00122501
16.426033,3.419771,0.00124417
16.4409,3.419769,0.00126334
16.455768,3.419768,0.00128251
16.470635,3.419766,0.00130167
16.485503,3.419764,0.00132084
16.50037,3.419763,0.00133837
16.515238,3.419761,0.0012919
16.530105,3.419759,0.00124543
16.544972,3.419758,0.00119895
16.55984,3.419756,0.00115248
16.574707,3.419754,0.00110601
16.589575,3.419752,0.00105954
16.604442,3.419751,0.00101307
16.61931,3.419749,0.0009666
16.634177,3.419747,0.00092012
16.649045,3.419746,0.00087365
16.663912,3.419744,0.00082719
16.678779,3.419742,0.00079895
16.693647,3.419741,0.00078337
16.708514,3.419739,0.00076779
16.723382,3.419737,0.00075221
16.738249,3.419736,0.00073663
16.753117,3.419734,0.00072105
16.767984,3.419732,0.00070547
16.782851,3.41973,0.00068989
16.797719,3.419729,0.00067431
16.812586,3.419727,0.00065873
16.827454,3.419725,0.00064315
16.842321,3.419724,0.00062757
16.857189,3.419722,0.000612
16.872056,3.41972,0.00059642
16.886923,3.419719,0.00058084
16.901791,3.419717,0.00056526
16.916658,3.419715,0.00054969
16.931526,3.419713,0.00053411
16.946393,3.419712,0.00051854
16.961261,3.41971,0.00051289
16.976128,3.419708,0.00051043
16.990995,3.419707,0.00050796
17.005863,3.419705,0.0005055
17.02073,3.419703,0.00050304
17.035598,3.419701,0.00050058
17.050465,3.4197,0.00049811
17.065333,3.419698,0.00049565
17.0802,3.419696,0.00049319
17.095068,3.419694,0.00049073
17.109935,3.419693,0.00048827
17.124802,3.419691,0.00048581
17.13967,3.419689,0.00048335
17.154537,3.419687,0.00048089
17.169405,3.419686,0.00047843
17.184272,3.419684,0.00047597
17.19914,3.419682,0.00047351
17.214007,3.419681,0.00047106
17.228874,3.419679,0.0004686
17.243742,3.419677,0.00046745
17.258609,3.419675,0.00047019
17.273477,3.419674,0.00047293
17.288344,3.419672,0.00047567
17.303212,3.41967,0.00047842
17.318079,3.419668,0.00048116
17.332946,3.419667,0.0004839
17.347814,3.419665,0.00048664
17.362681,3.419663,0.00048939
17.377549,3.419661,0.00049213
17.392416,3.419659,0.00049488
17.407284,3.419658,0.00049762
17.422151,3.419656,0.00050037
17.437019,3.419654,0.00050311
17.451886,3.419652,0.00050586
17.466753,3.419651,0.00050861
17.481621,3.419649,0.00051135
17.496488,3.419647,0.0005141
17.511356,3.419645,0.00051685
17.526223,3.419644,0.0005196
17.541091,3.419642,0.00052206
17.555958,3.41964,0.00052089
17.570825,3.419638,0.00051972
17.585693,3.419636,0.00051855
17.60056,3.419635,0.00051738
17.615428,3.419633,0.00051621
17.630295,3.419631,0.00051505
17.645163,3.419629,0.00051388
17.66003,3.419628,0.00051271
17.674897,3.419626,0.00051155
17.689765,3.419624,0.00051038
17.704632,3.419622,0.00050921
17.7195,3.41962,0.00050805
17.734367,3.419619,0.00050689
17.749235,3.419617,0.00050572
17.764102,3.419615,0.00050456
17.778969,3.419613,0.00050339
17.793837,3.419611,0.00050223
17.808704,3.41961,0.00050107
17.823572,3.419608,0.00049991
17.838439,3.419606,0.00049875
17.853307,3.419604,0.00049759
17.868174,3.419602,0.00049667
17.883042,3.419601,0.00049596
17.897909,3.419599,0.00049525
17.912776,3.419597,0.00049454
17.927644,3.419595,0.00049383
17.942511,3.419593,0.00049312
17.957379,3.419591,0.00049242
17.972246,3.41959,0.00049171
17.987114,3.419588,0.000491
18.001981,3.419586,0.00049029
18.016848,3.419584,0.00048959
18.031716,3.419582,0.00048888
18.046583,3.419581,0.00048817
18.061451,3.419579,0.00048747
18.076318,3.419577,0.00048677
18.091186,3.419575,0.00048606
18.106053,3.419573,0.00048536
18.12092,3.419571,0.00048465
18.135788,3.41957,0.00048395
18.150655,3.419568,0.00048325
18.165523,3.419566,0.00048255
18.18039,3.419564,0.00048185
18.195258,3.419562,0.00048114
18.210125,3.41956,0.00048044
18.224992,3.419559,0.00047974
18.23986,3.419557,0.00047904
18.254727,3.419555,0.00047835
18.269595,3.419553,0.00047765
18.284462,3.419551,0.00047695
18.29933,3.419549,0.00047625
18.314197,3.419547,0.00047555
18.329065,3.419546,0.00047486
18.343932,3.419544,0.00047416
18.358799,3.419542,0.00047346
18.373667,3.41954,0.00047277
18.388534,3.419538,0.00047207
18.403402,3.419536,0.00047138
18.418269,3.419534,0.00047069
18.433137,3.419533,0.00046999
18.448004,3.419531,0.0004693
18.462871,3.419529,0.00046861
18.477739,3.419527,0.00046791
18.492606,3.419525,0.00046722
18.507474,3.419523,0.00046653
18.522341,3.419521,0.00046593
18.537209,3.41952,0.00046577
18.552076,3.419518,0.00046561
18.566943,3.419516,0.00046545
18.581811,3.419514,0.00046529
18.596678,3.419512,0.00046513
18.611546,3.41951,0.00046498
18.626413,3.419508,0.00046482
18.641281,3.419506,0.00046466
18.656148,3.419505,0.00046451
18.671016,3.419503,0.00046435
18.685883,3.419501,0.0004642
18.70075,3.419499,0.00046404
18.715618,3.419497,0.00046389
18.730485,3.419495,0.00046374
18.745353,3.419493,0.00046358
18.76022,3.419491,0.00046343
18.775088,3.419489,0.00046328
18.789955,3.419488,0.00046313
18.804822,3.419486,0.00046298
18.81969,3.419484,0.00046283
18.834557,3.419482,0.00046268
18.849425,3.41948,0.00046253
18.864292,3.419478,0.00046238
18.87916,3.419476,0.00046223
18.894027,3.419474,0.00046208
18.908894,3.419472,0.00046193
18.923762,3.41947,0.00046179
18.938629,3.419468,0.00046164
18.953497,3.419467,0.00046149
18.968364,3.419465,0.00046135
18.983232,3.419463,0.0004612
18.998099,3.419461,0.00046106
19.012966,3.419459,0.00046091
19.027834,3.419457,0.00046077
19.042701,3.419455,0.00046063
19.057569,3.419453,0.00046048
19.072436,3.419451,0.00046034
19.087304,3.419449,0.0004602
19.102171,3.419447,0.00046006
19.117039,3.419445,0.00045992
19.131906,3.419444,0.00045978
19.146773,3.419442,0.00045964
19.161641,3.41944,0.0004595
19.176508,3.419438,0.00045936
19.191376,3.419436,0.00045922
19.206243,3.419434,0.00045908
19.221111,3.419432,0.00045895
19.235978,3.419428,0.00045875
19.250845,3.41942,0.00045845
19.265713,3.419412,0.00045816
19.28058,3.419404,0.00045787
19.295448,3.419397,0.00045758
19.310315,3.419389,0.00045729
19.325183,3.419381,0.00045699
19.34005,3.419373,0.0004567
19.354917,3.419366,0.00045641
19.369785,3.419358,0.00045612
19.384652,3.41935,0.00045584
19.39952,3.419342,0.00045555
19.414387,3.419335,0.00045526
19.429255,3.419327,0.00045497
19.444122,3.419319,0.00045468
19.458989,3.419311,0.0004544
19.473857,3.419304,0.00045411
19.488724,3.419296,0.00045383
19.503592,3.419288,0.00045354
19.518459,3.41928,0.00045326
19.533327,3.419273,0.00045297
19.548194,3.419265,0.00045269
19.563062,3.419257,0.00045241
19.577929,3.419249,0.00045212
19.592796,3.419242,0.00045184
19.607664,3.419234,0.00045156
19.622531,3.419226,0.00045128
19.637399,3.419218,0.000451
19.652266,3.419211,0.00045072
19.667134,3.419203,0.00045044
19.682001,3.419195,0.00045016
19.696868,3.419187,0.00044988
19.711736,3.419179,0.00044961
19.726603,3.419172,0.00044933
19.741471,3.419164,0.00044905
19.756338,3.419156,0.00044877
19.771206,3.419148,0.0004485
19.786073,3.41914,0.00044822
19.80094,3.419133,0.00044795
19.815808,3.419125,0.00044767
19.830675,3.419117,0.0004474
19.845543,3.419109,0.00044713
19.86041,3.419102,0.00044685
19.875278,3.419094,0.00044658
19.890145,3.419086,0.00044631
19.905013,3.419078,0.00044604
19.91988,3.41907,0.00044577
19.934747,3.419063,0.0004455
19.949615,3.419055,0.00044523
19.964482,3.419047,0.00044496
19.97935,3.419039,0.00044469
19.994217,3.419031,0.00044442
20.009085,3.419027,0.00044383
20.023952,3.419025,0.00044303
20.038819,3.419023,0.00044224
20.053687,3.419021,0.00044144
20.068554,3.419019,0.00044065
20.083422,3.419017,0.00043985
20.098289,3.419015,0.00043906
20.113157,3.419013,0.00043827
20.128024,3.419011,0.00043747
20.142891,3.419009,0.00043668
20.157759,3.419007,0.00043589
20.172626,3.419005,0.0004351
20.187494,3.419003,0.00043431
20.202361,3.419001,0.00043352
20.217229,3.418999,0.00043273
20.232096,3.418997,0.00043194
20.246963,3.418995,0.00043115
20.261831,3.418993,0.00043036
20.276698,3.418991,0.00042957
20.291566,3.418989,0.00042879
20.306433,3.418986,0.000428
20.321301,3.418984,0.00042721
20.336168,3.418982,0.00042643
20.351036,3.41898,0.00042564
20.365903,3.418978,0.00042486
20.38077,3.418976,0.00042408
20.395638,3.418974,0.00042329
20.410505,3.418972,0.00042251
20.425373,3.41897,0.00042173
20.44024,3.418968,0.00042094
20.455108,3.418966,0.00042016
20.469975,3.418964,0.00041938
20.484842,3.418962,0.0004186
20.49971,3.41896,0.00041782
20.514577,3.418958,0.00041704
20.529445,3.418956,0.00041626
20.544312,3.418954,0.00041549
20.55918,3.418952,0.00041471
20.574047,3.41895,0.00041393
20.588914,3.418947,0.00041315
20.603782,3.418945,0.00041238
20.618649,3.418943,0.0004116
20.633517,3.418941,0.00041083
20.648384,3.418939,0.00041005
20.663252,3.418937,0.00040928
20.678119,3.418935,0.0004085
20.692986,3.418933,0.00040773
20.707854,3.418931,0.00040696
20.722721,3.418929,0.00040619
20.737589,3.418927,0.00040541
20.752456,3.418925,0.00040464
20.767324,3.418923,0.00040387
20.782191,3.41892,0.0004031
20.797059,3.418918,0.00040233
20.811926,3.418916,0.00040156
20.826793,3.418914,0.0004008
20.841661,3.418912,0.00040008
20.856528,3.41891,0.00039938
20.871396,3.418908,0.00039868
20.886263,3.418906,0.00039799
20.901131,3.418904,0.00039729
20.915998,3.418902,0.00039659
20.930865,3.418899,0.00039589
20.945733,3.418897,0.0003952
20.9606,3.418895,0.0003945
20.975468,3.418893,0.00039381
20.990335,3.418891,0.00039311
21.005203,3.418889,0.00039242
21.02007,3.418887,0.00039173
21.034937,3.418885,0.00039103
21.049805,3.418883,0.00039034
21.064672,3.418881,0.00038965
21.07954,3.418878,0.00038896
21.094407,3.418876,0.00038827
21.109275,3.418874,0.00038758
21.124142,3.418872,0.00038689
21.13901,3.41887,0.0003862
21.153877,3.418868,0.00038551
21.168744,3.418866,0.00038482
21.183612,3.418864,0.00038413
21.198479,3.418861,0.00038345
21.213347,3.418859,0.00038276
21.228214,3.418857,0.00038208
21.243082,3.418855,0.00038139
21.257949,3.418853,0.00038071
21.272816,3.418851,0.00038002
21.287684,3.418849,0.00037934
21.302551,3.418846,0.00037865
21.317419,3.418844,0.00037797
21.332286,3.418842,0.00037729
21.347154,3.41884,0.00037661
21.362021,3.418838,0.00037593
21.376888,3.418836,0.00037525
21.391756,3.418834,0.00037457
21.406623,3.418832,0.00037389
21.421491,3.418829,0.00037321
21.436358,3.418827,0.00037253
21.451226,3.418825,0.00037185
21.466093,3.418823,0.00037117
21.48096,3.418821,0.0003705
21.495828,3.418819,0.00036982
21.510695,3.418816,0.00036915
21.525563,3.418814,0.00036847
21.54043,3.418812,0.0003678
21.555298,3.41881,0.00036712
21.570165,3.418808,0.00036645
21.585033,3.418806,0.00036578
21.5999,3.418803,0.0003651
21.614767,3.418801,0.00036443
21.629635,3.418799,0.00036376
21.644502,3.418797,0.00036309
21.65937,3.418795,0.00036242
21.674237,3.418793,0.00036175
21.689105,3.41879,0.00036108
21.703972,3.418788,0.00036041
21.718839,3.418786,0.00035974
21.733707,3.418784,0.00035908
21.748574,3.418782,0.00035878
21.763442,3.41878,0.00035876
21.778309,3.418777,0.00035873
21.793177,3.418775,0.00035871
21.808044,3.418773,0.00035869
21.822911,3.418771,0.00035867
21.837779,3.418769,0.00035865
21.852646,3.418766,0.00035863
21.867514,3.418764,0.00035861
21.882381,3.418762,0.00035859
21.897249,3.41876,0.00035857
21.912116,3.418758,0.00035855
21.926983,3.418756,0.00035854
21.941851,3.418753,0.00035852
21.956718,3.418751,0.0003585
21.971586,3.418749,0.00035849
21.986453,3.418747,0.00035847
22.001321,3.418745,0.00035846
22.016188,3.418742,0.00035845
22.031056,3.41874,0.00035843
22.045923,3.418738,0.00035842
22.06079,3.418736,0.00035841
22.075658,3.418733,0.0003584
22.090525,3.418731,0.00035838
22.105393,3.418729,0.00035837
22.12026,3.418727,0.00035836
22.135128,3.418725,0.00035835
22.149995,3.418722,0.00035835
22.164862,3.41872,0.00035834
22.17973,3.418718,0.00035833
22.194597,3.418716,0.00035832
22.209465,3.418714,0.00035832
22.224332,3.418711,0.00035831
22.2392,3.418709,0.0003583
22.254067,3.418707,0.0003583
22.268934,3.418705,0.00035829
22.283802,3.418702,0.00035829
22.298669,3.4187,0.00035829
22.313537,3.418698,0.00035828
22.328404,3.418696,0.00035828
22.343272,3.418693,0.00035828
22.358139,3.418691,0.00035828
22.373007,3.418689,0.00035828
22.387874,3.418687,0.00035828
22.402741,3.418685,0.00035828
22.417609,3.418682,0.00035828
22.432476,3.41868,0.00035828
22.447344,3.418678,0.00035829
22.462211,3.418676,0.00035829
22.477079,3.418673,0.00035829
22.491946,3.418671,0.0003583
22.506813,3.418669,0.0003583
22.521681,3.418667,0.00035831
22.536548,3.418664,0.00035831
22.551416,3.418662,0.00035832
22.566283,3.41866,0.00035832
22.581151,3.418658,0.00035833
22.596018,3.418655,0.00035834
22.610885,3.418653,0.00035835
22.625753,3.418651,0.00035836
22.64062,3.418649,0.00035837
22.655488,3.418646,0.00035838
22.670355,3.418644,0.00035839
22.685223,3.418642,0.0003584
22.70009,3.418639,0.00035841
22.714957,3.418637,0.00035842
22.729825,3.418635,0.00035844
22.744692,3.418633,0.0003586
22.75956,3.41863,0.00035876
22.774427,3.418628,0.00035892
22.789295,3.418626,0.00035908
22.804162,3.418624,0.00035924
22.81903,3.418621,0.00035941
22.833897,3.418619,0.00035957
22.848764,3.418617,0.00035973
22.863632,3.418614,0.0003599
22.878499,3.418612,0.00036006
22.893367,3.41861,0.00036023
22.908234,3.418608,0.0003604
22.923102,3.418605,0.00036056
22.937969,3.418603,0.00036073
22.952836,3.418601,0.0003609
22.967704,3.418598,0.00036107
22.982571,3.418596,0.00036124
22.997439,3.418594,0.00036141
23.012306,3.418592,0.00036158
23.027174,3.418589,0.00036175
23.042041,3.418587,0.00036192
23.056908,3.418585,0.00036209
23.071776,3.418582,0.00036227
23.086643,3.41858,0.00036244
23.101511,3.418578,0.00036261
23.116378,3.418575,0.00036279
23.131246,3.418573,0.00036296
23.146113,3.418571,0.00036314
23.16098,3.418568,0.00036331
23.175848,3.418566,0.00036349
23.190715,3.418564,0.00036367
23.205583,3.418562,0.00036385
23.22045,3.418559,0.00036403
23.235318,3.418557,0.0003642
23.250185,3.418555,0.00036438
23.265053,3.418552,0.00036456
23.27992,3.41855,0.00036475
23.294787,3.418548,0.00036493
23.309655,3.418545,0.00036511
23.324522,3.418543,0.00036529
23.33939,3.418541,0.00036548
23.354257,3.418538,0.00036566
23.369125,3.418536,0.00036584
23.383992,3.418534,0.00036603
23.398859,3.418531,0.00036621
23.413727,3.418529,0.0003664
23.428594,3.418527,0.00036659
23.443462,3.418524,0.00036677
23.458329,3.418522,0.00036696
23.473197,3.41852,0.00036715
23.488064,3.418517,0.00036734
23.502931,3.418515,0.00036753
23.517799,3.418513,0.00036772
23.532666,3.41851,0.00036791
23.547534,3.418508,0.0003681
23.562401,3.418506,0.0003683
23.577269,3.418503,0.00036849
23.592136,3.418501,0.00036868
23.607004,3.418499,0.00036888
23.621871,3.418496,0.00036907
23.636738,3.418494,0.00036926
23.651606,3.418491,0.00036946
23.666473,3.418489,0.00036966
23.681341,3.418487,0.00036985
23.696208,3.418484,0.00037005
23.711076,3.418482,0.00037025
23.725943,3.41848,0.00037045
23.74081,3.418477,0.00037065
23.755678,3.418475,0.00037085
23.770545,3.418473,0.00037105
23.785413,3.41847,0.00037125
23.80028,3.418468,0.00037145
23.815148,3.418464,0.00037169
23.830015,3.418458,0.000372
23.844882,3.418452,0.00037231
23.85975,3.418446,0.00037262
23.874617,3.41844,0.00037294
23.889485,3.418434,0.00037325
23.904352,3.418427,0.00037356
23.91922,3.418421,0.00037388
23.934087,3.418415,0.00037419
23.948954,3.418409,0.00037451
23.963822,3.418403,0.00037483
23.978689,3.418397,0.00037514
23.993557,3.418391,0.00037546
24.008424,3.418384,0.00037578
24.023292,3.418378,0.0003761
24.038159,3.418372,0.00037642
24.053027,3.418366,0.00037674
24.067894,3.41836,0.00037706
24.082761,3.418354,0.00037738
24.097629,3.418348,0.0003777
24.112496,3.418341,0.00037802
24.127364,3.418335,0.00037835
24.142231,3.418329,0.00037867
24.157099,3.418323,0.00037899
24.171966,3.418317,0.00037932
24.186833,3.418311,0.00037965
24.201701,3.418305,0.00037997
24.216568,3.418298,0.0003803
24.231436,3.418292,0.00038063
24.246303,3.418286,0.00038095
24.261171,3.41828,0.00038128
24.276038,3.418274,0.00038161
24.290905,3.418268,0.00038194
24.305773,3.418261,0.00038227
24.32064,3.418255,0.0003826
24.335508,3.418249,0.00038293
24.350375,3.418243,0.00038327
24.365243,3.418237,0.0003836
24.38011,3.418231,0.00038393
24.394977,3.418224,0.00038427
24.409845,3.418218,0.0003846
24.424712,3.418212,0.00038493
24.43958,3.418206,0.00038527
24.454447,3.4182,0.00038561
24.469315,3.418194,0.00038594
24.484182,3.418187,0.00038628
24.49905,3.418181,0.00038662
24.513917,3.418175,0.00038696
24.528784,3.418169,0.0003873
24.543652,3.418163,0.00038764
24.558519,3.418156,0.00038798
24.573387,3.41815,0.00038832
24.588254,3.418144,0.00038866
24.603122,3.418138,0.000389
24.617989,3.418132,0.00038935
24.632856,3.418125,0.00038969
24.647724,3.418119,0.00039004
24.662591,3.418113,0.00039038
24.677459,3.418107,0.00039073
24.692326,3.418101,0.00039107
24.707194,3.418094,0.00039142
24.722061,3.418088,0.00039177
24.736928,3.418082,0.00039211
24.751796,3.418076,0.00039246
24.766663,3.41807,0.00039281
24.781531,3.418063,0.00039316
24.796398,3.418057,0.00039351
24.811266,3.418051,0.00039386
24.826133,3.418045,0.00039422
24.841001,3.418039,0.00039457
24.855868,3.418032,0.00039492
24.870735,3.418026,0.00039528
24.885603,3.41802,0.00039563
24.90047,3.418014,0.00039598
24.915338,3.418007,0.00039634
24.930205,3.418001,0.0003967
24.945073,3.417995,0.00039705
24.95994,3.417989,0.00039741
24.974807,3.417983,0.00039777
24.989675,3.417976,0.00039813
25.004542,3.417971,0.00039856
25.01941,3.417969,0.00039915
25.034277,3.417966,0.00039975
25.049145,3.417964,0.00040035
25.064012,3.417961,0.00040095
25.078879,3.417959,0.00040155
25.093747,3.417956,0.00040215
25.108614,3.417954,0.00040275
25.123482,3.417951,0.00040335
25.138349,3.417949,0.00040395
25.153217,3.417946,0.00040455
25.168084,3.417944,0.00040515
25.182951,3.417941,0.00040576
25.197819,3.417939,0.00040636
25.212686,3.417936,0.00040697
25.227554,3.417934,0.00040757
25.242421,3.417931,0.00040818
25.257289,3.417929,0.00040878
25.272156,3.417926,0.00040939
25.287024,3.417924,0.00041
25.301891,3.417921,0.00041061
25.316758,3.417919,0.00041122
25.331626,3.417916,0.00041183
25.346493,3.417914,0.00041244
25.361361,3.417911,0.00041305
25.376228,3.417909,0.00041366
25.391096,3.417906,0.00041427
25.405963,3.417904,0.00041488
25.42083,3.417901,0.0004155
25.435698,3.417899,0.00041611
25.450565,3.417896,0.00041673
25.465433,3.417894,0.00041734
25.4803,3.417891,0.00041796
25.495168,3.417889,0.00041857
25.510035,3.417886,0.00041919
25.524902,3.417884,0.00041981
25.53977,3.417881,0.00042043
25.554637,3.417879,0.00042105
25.569505,3.417876,0.00042167
25.584372,3.417873,0.00042229
25.59924,3.417871,0.00042291
25.614107,3.417868,0.00042353
25.628974,3.417866,0.00042415
25.643842,3.417863,0.00042482
25.658709,3.417861,0.00042563
25.673577,3.417858,0.00042645
25.688444,3.417856,0.00042726
